repo,expected_family,kind,number,title,state,html_url,keyword_hits
WongKinYiu/yolov7,C5,PR,2141,Bugfix: Device alocation under loss when training yolov7-w6,open,https://github.com/WongKinYiu/yolov7/pull/2141,['fix']
WongKinYiu/yolov7,C5,PR,2136,fixed utils to handle pytorch > 2.6 which changed to default block un…,closed,https://github.com/WongKinYiu/yolov7/pull/2136,['fix']
WongKinYiu/yolov7,C5,PR,2118,fix:touch load required weight only false,open,https://github.com/WongKinYiu/yolov7/pull/2118,['fix']
WongKinYiu/yolov7,C5,PR,2117,fix: torch.load requires weights_only,open,https://github.com/WongKinYiu/yolov7/pull/2117,['fix']
WongKinYiu/yolov7,C5,PR,2115,Fix for torch 2.6,open,https://github.com/WongKinYiu/yolov7/pull/2115,['fix']
WongKinYiu/yolov7,C5,PR,2108,Fixed import path issue in experimental.py,open,https://github.com/WongKinYiu/yolov7/pull/2108,['fix']
WongKinYiu/yolov7,C5,PR,2081,fixed the plot.py and dataloader.py files,open,https://github.com/WongKinYiu/yolov7/pull/2081,['fix']
WongKinYiu/yolov7,C5,PR,2080,Fixed np.int issue in u7 branch and under the seg/utils/dataloader.py,open,https://github.com/WongKinYiu/yolov7/pull/2080,['fix']
WongKinYiu/yolov7,C5,PR,2070,fix: don't download file if already exists,open,https://github.com/WongKinYiu/yolov7/pull/2070,['fix']
WongKinYiu/yolov7,C5,PR,2029,Avoid massive memory leak,open,https://github.com/WongKinYiu/yolov7/pull/2029,['leak']
WongKinYiu/yolov7,C5,PR,2027,Hotfix/missing yaml files,closed,https://github.com/WongKinYiu/yolov7/pull/2027,['fix']
WongKinYiu/yolov7,C5,PR,2019,Fix quantized rtm inference,closed,https://github.com/WongKinYiu/yolov7/pull/2019,['fix']
WongKinYiu/yolov7,C5,PR,2008,Sahilbirje4551 patch deprication fix for segmentation tasks,open,https://github.com/WongKinYiu/yolov7/pull/2008,['fix']
WongKinYiu/yolov7,C5,PR,1968,Add support for TFLite INT8 detection export,open,https://github.com/WongKinYiu/yolov7/pull/1968,"['ap', 'fix', 'nms']"
WongKinYiu/yolov7,C5,PR,1939,Add overlap threshold,closed,https://github.com/WongKinYiu/yolov7/pull/1939,"['ap', 'threshold']"
WongKinYiu/yolov7,C5,PR,1928,Fix error when image mixup hyperparam is non-zero for instance segmentation training on u7,open,https://github.com/WongKinYiu/yolov7/pull/1928,['fix']
WongKinYiu/yolov7,C5,PR,1925,Nms flags broken,closed,https://github.com/WongKinYiu/yolov7/pull/1925,['nms']
WongKinYiu/yolov7,C5,PR,1919,use .mlpackage format,open,https://github.com/WongKinYiu/yolov7/pull/1919,['fix']
WongKinYiu/yolov7,C5,PR,1914,Demo fix,closed,https://github.com/WongKinYiu/yolov7/pull/1914,['fix']
WongKinYiu/yolov7,C5,PR,1908,fix bugs,closed,https://github.com/WongKinYiu/yolov7/pull/1908,['fix']
WongKinYiu/yolov7,C5,PR,1887,oatmeal configs,closed,https://github.com/WongKinYiu/yolov7/pull/1887,"['conf', 'config']"
WongKinYiu/yolov7,C5,PR,1872,fix numerical stability issues in half-precision,open,https://github.com/WongKinYiu/yolov7/pull/1872,"['ap', 'fix']"
WongKinYiu/yolov7,C5,PR,1858,Fixed indices device bug for W6 models (train_aux.py),open,https://github.com/WongKinYiu/yolov7/pull/1858,['fix']
WongKinYiu/yolov7,C5,PR,1795,Bugfix,closed,https://github.com/WongKinYiu/yolov7/pull/1795,['fix']
WongKinYiu/yolov7,C5,PR,1724, coco.yaml,open,https://github.com/WongKinYiu/yolov7/pull/1724,['coco']
WongKinYiu/yolov7,C5,PR,1718,107,closed,https://github.com/WongKinYiu/yolov7/pull/1718,['fix']
WongKinYiu/yolov7,C5,PR,1698,fix for multiple bugs in evolve operation mentioned in issue 1611,open,https://github.com/WongKinYiu/yolov7/pull/1698,"['fix', 'hyperparameter', 'ratio', 'report']"
WongKinYiu/yolov7,C5,PR,1683,Mlflow intergration,closed,https://github.com/WongKinYiu/yolov7/pull/1683,['ratio']
WongKinYiu/yolov7,C5,PR,1662,94,closed,https://github.com/WongKinYiu/yolov7/pull/1662,['ap']
WongKinYiu/yolov7,C5,PR,1643,Feature/for custom,closed,https://github.com/WongKinYiu/yolov7/pull/1643,"['conf', 'config', 'figure', 'ratio']"
WongKinYiu/yolov7,C5,PR,1613,Correctly pass NMS conf and IoU thresholds to TensorRT NMS Plugin,open,https://github.com/WongKinYiu/yolov7/pull/1613,"['conf', 'nms', 'threshold']"
WongKinYiu/yolov7,C5,PR,1594,Update keypoint.ipynb,open,https://github.com/WongKinYiu/yolov7/pull/1594,['fix']
WongKinYiu/yolov7,C5,PR,1565,fix #1418 ,closed,https://github.com/WongKinYiu/yolov7/pull/1565,['fix']
WongKinYiu/yolov7,C5,PR,1522,Fix: Endpoint error,closed,https://github.com/WongKinYiu/yolov7/pull/1522,"['ap', 'fix']"
WongKinYiu/yolov7,C5,PR,1505,U7: feature map visualisation ,open,https://github.com/WongKinYiu/yolov7/pull/1505,"['ap', 'augment', 'conf', 'fix', 'flip', 'leak', 'mean', 'nms', 'split', 'stride', 'threshold']"
facebookresearch/deit,C5,ISSUE,241,Will you be releasing the accuracy of the official deit III framework trained tiny version on IN1k?,open,https://github.com/facebookresearch/deit/issues/241,['table']
facebookresearch/deit,C5,ISSUE,240,Gradient accumulation code,open,https://github.com/facebookresearch/deit/issues/240,"['ap', 'paper']"
facebookresearch/deit,C5,ISSUE,239,Question about different seeds per gpu with DDP,open,https://github.com/facebookresearch/deit/issues/239,"['augment', 'seed']"
facebookresearch/deit,C5,ISSUE,237,Inclusion of Transformers Need Registers,open,https://github.com/facebookresearch/deit/issues/237,"['ap', 'checkpoint', 'paper']"
facebookresearch/deit,C5,ISSUE,236,random.seed(seed) in line 205 is commented,open,https://github.com/facebookresearch/deit/issues/236,"['fix', 'seed']"
facebookresearch/deit,C5,ISSUE,234,Slow Training,closed,https://github.com/facebookresearch/deit/issues/234,"['ap', 'augment', 'crop', 'paper', 'ratio', 'report', 'reproduce', 'seed']"
facebookresearch/deit,C5,ISSUE,233,ViT-B Training for DeiT,closed,https://github.com/facebookresearch/deit/issues/233,['reproduce']
facebookresearch/deit,C5,ISSUE,232,Checkpoints of IN21K pretrained deit III,open,https://github.com/facebookresearch/deit/issues/232,"['checkpoint', 'tuning']"
facebookresearch/deit,C5,ISSUE,231,Hi，Why can't I find deit_tiny_distilled_patch16_224 in hubconf,open,https://github.com/facebookresearch/deit/issues/231,"['conf', 'leak']"
facebookresearch/deit,C5,ISSUE,230,TracerWarning,open,https://github.com/facebookresearch/deit/issues/230,['mean']
facebookresearch/deit,C5,PR,229,cosub bugfix,closed,https://github.com/facebookresearch/deit/pull/229,['fix']
facebookresearch/deit,C5,PR,228,Bump torch from 1.7.0 to 1.13.1,closed,https://github.com/facebookresearch/deit/pull/228,"['ap', 'conf', 'config', 'fix', 'mean', 'ratio', 'stride', 'table', 'validation']"
facebookresearch/deit,C5,PR,227,Fix/forget to guard the nas correlated function,closed,https://github.com/facebookresearch/deit/pull/227,['fix']
facebookresearch/deit,C5,ISSUE,226,How to launch a training of CAIT models ?,open,https://github.com/facebookresearch/deit/issues/226,"['dropout', 'reproduce']"
facebookresearch/deit,C5,PR,223,"Fix Spelling Error: Correct ""defaul"" to ""default""",closed,https://github.com/facebookresearch/deit/pull/223,"['ap', 'fix']"
facebookresearch/deit,C5,PR,222,fix argument bug,closed,https://github.com/facebookresearch/deit/pull/222,['fix']
facebookresearch/deit,C5,PR,221,fix argument bug,closed,https://github.com/facebookresearch/deit/pull/221,['fix']
facebookresearch/deit,C5,ISSUE,220,batch_size flag,open,https://github.com/facebookresearch/deit/issues/220,"['mean', 'reproduce']"
facebookresearch/deit,C5,ISSUE,219,ImageNet21K data preparation for pre-training,open,https://github.com/facebookresearch/deit/issues/219,['ratio']
facebookresearch/deit,C5,ISSUE,218,DeiT depth 24 (CaiT - TABLE 1),closed,https://github.com/facebookresearch/deit/issues/218,"['ap', 'paper', 'ratio', 'table']"
facebookresearch/deit,C5,ISSUE,215,The ablation experiment of DeiT,open,https://github.com/facebookresearch/deit/issues/215,"['ap', 'conf', 'paper']"
facebookresearch/deit,C5,ISSUE,214,What are the hyperparameters for DeiT-III (epoch 400 or 600)?,closed,https://github.com/facebookresearch/deit/issues/214,"['ap', 'hyperparameter', 'paper', 'table']"
facebookresearch/deit,C5,ISSUE,212,unexpected keyword argument 'pretrained_cfg',closed,https://github.com/facebookresearch/deit/issues/212,"['augment', 'crop', 'ratio', 'seed']"
facebookresearch/deit,C5,ISSUE,207,Meaning of the model name ( ResMLP),closed,https://github.com/facebookresearch/deit/issues/207,"['ap', 'mean', 'paper']"
facebookresearch/deit,C5,ISSUE,206,Can I use timm==0.4.12 instead of timm==0.3.2 ?,closed,https://github.com/facebookresearch/deit/issues/206,"['evaluation', 'fix']"
facebookresearch/deit,C5,ISSUE,205,What batch size number other than 1024 have been tried when training a DeiT model?,open,https://github.com/facebookresearch/deit/issues/205,"['ap', 'paper']"
facebookresearch/deit,C5,ISSUE,203,Does the EMA is used in DeiT-III?,closed,https://github.com/facebookresearch/deit/issues/203,['evaluation']
facebookresearch/deit,C5,ISSUE,201,Are the hyperparameters for DeiT-T and for DeiT-S any different than DeiT-B?,closed,https://github.com/facebookresearch/deit/issues/201,['hyperparameter']
facebookresearch/deit,C5,PR,200,"Fix error ""TypeError: type object got multiple values for keyword argument""",closed,https://github.com/facebookresearch/deit/pull/200,['fix']
facebookresearch/deit,C5,ISSUE,199,What is the ImageNet-1K Top-1 accuracy of Training from 0 to 400 epochs (Fig. 5 of Deit III paper),open,https://github.com/facebookresearch/deit/issues/199,"['ap', 'paper']"
facebookresearch/deit,C5,ISSUE,196,What is the difference between class attention in the paper CaiT and traditional multi-headed self-attention？,closed,https://github.com/facebookresearch/deit/issues/196,"['ap', 'paper']"
facebookresearch/deit,C5,ISSUE,195,Config file of ViT-B/16,open,https://github.com/facebookresearch/deit/issues/195,"['ap', 'conf', 'config', 'paper', 'report']"
facebookresearch/deit,C5,ISSUE,194,Uneven memory usage among GPUs with DistributedDataParallel,closed,https://github.com/facebookresearch/deit/issues/194,['ap']
facebookresearch/deit,C5,ISSUE,193,Is it possible if I can see how the validation accuracy changes over the number of epochs for DeiT?,closed,https://github.com/facebookresearch/deit/issues/193,['validation']
facebookresearch/deit,C5,PR,190,Add eval-crop-ratio to args,closed,https://github.com/facebookresearch/deit/pull/190,"['crop', 'ratio']"
facebookresearch/deit,C5,ISSUE,188,The concatenation of 'cls_tokens' and 'patch_embedding' is not necceassay.,closed,https://github.com/facebookresearch/deit/issues/188,"['ap', 'mean', 'ratio', 'token']"
facebookresearch/deit,C5,ISSUE,187,Object detection from the DeiT III pretrained model,closed,https://github.com/facebookresearch/deit/issues/187,['crop']
facebookresearch/deit,C5,ISSUE,185,Reproduce PatchConvnet,closed,https://github.com/facebookresearch/deit/issues/185,['reproduce']
facebookresearch/deit,C5,ISSUE,181,ImageNet21k pretrained model without finetuning on 1k,closed,https://github.com/facebookresearch/deit/issues/181,"['reproduce', 'tuning']"
facebookresearch/deit,C5,ISSUE,180,Confusion about fine-tuning,closed,https://github.com/facebookresearch/deit/issues/180,"['conf', 'tuning']"
facebookresearch/deit,C5,ISSUE,179,Are the transforms in ThreeAugment suppose to replace the transforms in line 204 in main.py?,closed,https://github.com/facebookresearch/deit/issues/179,['augment']
facebookresearch/deit,C5,ISSUE,178,Is ThreeAugment used when training DeiT on ImageNet?,closed,https://github.com/facebookresearch/deit/issues/178,"['augment', 'hyperparameter']"
facebookresearch/deit,C5,ISSUE,176,`drop-path` rate for ImageNet-21k 90 epochs training.,closed,https://github.com/facebookresearch/deit/issues/176,"['ap', 'conf', 'paper', 'table']"
facebookresearch/deit,C5,ISSUE,175,"What are the hyperparameters for finetuning on cifar10/100, and other small datasets",open,https://github.com/facebookresearch/deit/issues/175,"['ap', 'hyperparameter', 'paper', 'tuning']"
facebookresearch/deit,C5,ISSUE,174,why set a separate distillation token?,closed,https://github.com/facebookresearch/deit/issues/174,['token']
facebookresearch/deit,C5,ISSUE,173,Resume Broken,closed,https://github.com/facebookresearch/deit/issues/173,['checkpoint']
facebookresearch/deit,C5,ISSUE,172,Soft Distillation Checkpoint,closed,https://github.com/facebookresearch/deit/issues/172,"['ap', 'checkpoint', 'paper', 'table']"
facebookresearch/deit,C5,PR,171,Fix img_size for DeiT-III,closed,https://github.com/facebookresearch/deit/pull/171,['fix']
facebookresearch/deit,C5,ISSUE,170,How to reproduce DeitIII for semantic segmentaion,closed,https://github.com/facebookresearch/deit/issues/170,"['ap', 'conf', 'config', 'paper', 'reproduce']"
facebookresearch/deit,C5,PR,169,fixed typo in path for 2nd validation class,closed,https://github.com/facebookresearch/deit/pull/169,"['fix', 'validation']"
facebookresearch/deit,C5,ISSUE,168,Question about the hard-label distillation and mixup,closed,https://github.com/facebookresearch/deit/issues/168,"['augment', 'conf']"
facebookresearch/deit,C5,ISSUE,167,I need some help to reproduce DeiT-III finetuning result,closed,https://github.com/facebookresearch/deit/issues/167,"['augment', 'checkpoint', 'reproduce', 'seed', 'split', 'tuning']"
facebookresearch/deit,C5,ISSUE,165,Training details on CIFAR-10,closed,https://github.com/facebookresearch/deit/issues/165,"['ap', 'paper']"
facebookresearch/deit,C5,ISSUE,164,Data structure and GPU problem?,closed,https://github.com/facebookresearch/deit/issues/164,['reproduce']
facebookresearch/deit,C5,ISSUE,163,I want to know when is the distillation token used?,closed,https://github.com/facebookresearch/deit/issues/163,['token']
facebookresearch/deit,C5,ISSUE,162,Finetune setting for DeiT-III at IN1k,closed,https://github.com/facebookresearch/deit/issues/162,"['ap', 'paper', 'reproduce', 'tuning']"
facebookresearch/deit,C5,ISSUE,160,The training log of DeiT III,closed,https://github.com/facebookresearch/deit/issues/160,"['augment', 'reproduce', 'seed']"
facebookresearch/deit,C5,ISSUE,159,DeiT III code release,closed,https://github.com/facebookresearch/deit/issues/159,"['ap', 'reproduce']"
facebookresearch/deit,C5,ISSUE,157,Training is stuck when using multi GPUs.,closed,https://github.com/facebookresearch/deit/issues/157,"['ap', 'ratio']"
facebookresearch/deit,C5,ISSUE,156,Question about the results on CIFAR10/CIFAR100 datasets.,closed,https://github.com/facebookresearch/deit/issues/156,"['ap', 'conf', 'paper']"
facebookresearch/deit,C5,ISSUE,153,why does the distilled model outperform its teacher?,closed,https://github.com/facebookresearch/deit/issues/153,"['ap', 'paper']"
facebookresearch/deit,C5,ISSUE,152,Questions about hyper-parameters in the finetuning stage,open,https://github.com/facebookresearch/deit/issues/152,"['ap', 'paper', 'table', 'tuning']"
facebookresearch/deit,C5,ISSUE,151,Questions about PatchConvNet's stem,closed,https://github.com/facebookresearch/deit/issues/151,"['ap', 'conf', 'figure', 'paper']"
facebookresearch/deit,C5,ISSUE,150,Why should we set different seed per gpu with DDP?,closed,https://github.com/facebookresearch/deit/issues/150,"['reproduce', 'seed']"
facebookresearch/deit,C5,ISSUE,149,Reason for timm==0.3.2?,closed,https://github.com/facebookresearch/deit/issues/149,['augment']
facebookresearch/deit,C5,ISSUE,145,Regarding how the step method of the learning rate scheduler is used,closed,https://github.com/facebookresearch/deit/issues/145,"['ap', 'average', 'conf', 'config', 'figure', 'mean', 'ratio', 'tuning']"
facebookresearch/deit,C5,ISSUE,144,Adjusting min-lr in cosine schedule to batch and world size,closed,https://github.com/facebookresearch/deit/issues/144,"['ap', 'fix']"
facebookresearch/deit,C5,ISSUE,143,RuntimeError: Cannot find callable,closed,https://github.com/facebookresearch/deit/issues/143,['conf']
facebookresearch/deit,C5,ISSUE,142,Question about attention based pooling,closed,https://github.com/facebookresearch/deit/issues/142,"['ap', 'conf', 'paper', 'token']"
facebookresearch/deit,C5,PR,229,cosub bugfix,closed,https://github.com/facebookresearch/deit/pull/229,['fix']
facebookresearch/deit,C5,PR,228,Bump torch from 1.7.0 to 1.13.1,closed,https://github.com/facebookresearch/deit/pull/228,"['ap', 'conf', 'config', 'fix', 'mean', 'ratio', 'stride', 'table', 'validation']"
facebookresearch/deit,C5,PR,227,Fix/forget to guard the nas correlated function,closed,https://github.com/facebookresearch/deit/pull/227,['fix']
facebookresearch/deit,C5,PR,223,"Fix Spelling Error: Correct ""defaul"" to ""default""",closed,https://github.com/facebookresearch/deit/pull/223,"['ap', 'fix']"
facebookresearch/deit,C5,PR,222,fix argument bug,closed,https://github.com/facebookresearch/deit/pull/222,['fix']
facebookresearch/deit,C5,PR,221,fix argument bug,closed,https://github.com/facebookresearch/deit/pull/221,['fix']
facebookresearch/deit,C5,PR,200,"Fix error ""TypeError: type object got multiple values for keyword argument""",closed,https://github.com/facebookresearch/deit/pull/200,['fix']
facebookresearch/deit,C5,PR,190,Add eval-crop-ratio to args,closed,https://github.com/facebookresearch/deit/pull/190,"['crop', 'ratio']"
facebookresearch/deit,C5,PR,171,Fix img_size for DeiT-III,closed,https://github.com/facebookresearch/deit/pull/171,['fix']
facebookresearch/deit,C5,PR,169,fixed typo in path for 2nd validation class,closed,https://github.com/facebookresearch/deit/pull/169,"['fix', 'validation']"
facebookresearch/deit,C5,PR,140,Use torch.repeat_interleave() to generate the repeated indices faster,closed,https://github.com/facebookresearch/deit/pull/140,"['ap', 'mean']"
facebookresearch/deit,C5,PR,123,fix bug -  add droppath in cait,closed,https://github.com/facebookresearch/deit/pull/123,['fix']
facebookresearch/deit,C5,PR,118,save best checkpoint,closed,https://github.com/facebookresearch/deit/pull/118,['checkpoint']
facebookresearch/deit,C5,PR,91,BUG Fix: ensure the right loss function is selected when mixtup or cu…,closed,https://github.com/facebookresearch/deit/pull/91,['fix']
facebookresearch/deit,C5,PR,84,Delete Unused Args dpr_constant In cait_S36,closed,https://github.com/facebookresearch/deit/pull/84,['ratio']
facebookresearch/deit,C5,PR,83,gradio web app,closed,https://github.com/facebookresearch/deit/pull/83,['ap']
facebookresearch/deit,C5,PR,55,Add deit_base_distilled_patch16_384,closed,https://github.com/facebookresearch/deit/pull/55,['tuning']
facebookresearch/deit,C5,PR,54,Add Colab for inference,closed,https://github.com/facebookresearch/deit/pull/54,['fix']
facebookresearch/deit,C5,PR,53,Update figure with newer models,closed,https://github.com/facebookresearch/deit/pull/53,['figure']
facebookresearch/deit,C5,PR,52,Fix no-weight-decay in optimizer,closed,https://github.com/facebookresearch/deit/pull/52,['fix']
facebookresearch/deit,C5,PR,49,Add loss_scaler to checkpoints,closed,https://github.com/facebookresearch/deit/pull/49,"['checkpoint', 'reproducibility']"
facebookresearch/deit,C5,PR,43,Add option to finetune on larger resolution,closed,https://github.com/facebookresearch/deit/pull/43,['tuning']
facebookresearch/deit,C5,PR,42,Add Knowledge-Distillation,closed,https://github.com/facebookresearch/deit/pull/42,"['ap', 'average', 'paper', 'token']"
facebookresearch/deit,C5,PR,27,Change LICENSE to Apache 2.0,closed,https://github.com/facebookresearch/deit/pull/27,['ap']
facebookresearch/deit,C5,PR,24,Support parallelized evaluation,closed,https://github.com/facebookresearch/deit/pull/24,['evaluation']
openai/gym,C2,PR,3328,[codex] Pin GitHub Actions workflow references,closed,https://github.com/openai/gym/pull/3328,"['ratio', 'table']"
openai/gym,C2,ISSUE,3327,[Question] Training Error increasing for blackjack-v1,open,https://github.com/openai/gym/issues/3327,"['ap', 'average']"
openai/gym,C2,ISSUE,3325,[Proposal] Proposal title,open,https://github.com/openai/gym/issues/3325,['ap']
openai/gym,C2,PR,3324,Cd 7642 lunar lander analysis,closed,https://github.com/openai/gym/pull/3324,"['ap', 'fix']"
openai/gym,C2,ISSUE,3323,[Bug Report] Bug title,open,https://github.com/openai/gym/issues/3323,"['report', 'reproduce']"
openai/gym,C2,PR,3321,docs: minor formatting fix,closed,https://github.com/openai/gym/pull/3321,"['ap', 'fix']"
openai/gym,C2,PR,3319,Learning purpose,closed,https://github.com/openai/gym/pull/3319,"['ap', 'fix']"
openai/gym,C2,PR,3318,Update README.md,open,https://github.com/openai/gym/pull/3318,"['ap', 'fix']"
openai/gym,C2,PR,3317,Add default parameters for self.masscart and self.masspole to the constructor in CartPoleEnv,open,https://github.com/openai/gym/pull/3317,['fix']
openai/gym,C2,PR,3316,"Add a test for **kwargs, for the modifications I made to the construc…",open,https://github.com/openai/gym/pull/3316,['fix']
openai/gym,C2,PR,3315,Add default parameters,closed,https://github.com/openai/gym/pull/3315,['fix']
openai/gym,C2,PR,3314,gym_m,open,https://github.com/openai/gym/pull/3314,"['ap', 'fix']"
openai/gym,C2,ISSUE,3313,Mac Mini M4,open,https://github.com/openai/gym/issues/3313,"['conf', 'config', 'ratio', 'token']"
openai/gym,C2,PR,3312,Update passive_env_checker.py,open,https://github.com/openai/gym/pull/3312,"['ap', 'fix']"
openai/gym,C2,PR,3310,"Update passive_env_checker.py to fix ""bool8 error""",open,https://github.com/openai/gym/pull/3310,"['ap', 'fix', 'mean', 'seed']"
openai/gym,C2,ISSUE,3309,nan or inf in step(),closed,https://github.com/openai/gym/issues/3309,"['baseline', 'table']"
openai/gym,C2,ISSUE,3308,reset() showing NotImplementedError for ObservationWrapper,open,https://github.com/openai/gym/issues/3308,"['ap', 'fix']"
openai/gym,C2,ISSUE,3306,Couldn't find lunar Lander v3,open,https://github.com/openai/gym/issues/3306,['ratio']
openai/gym,C2,ISSUE,3305,[Bug Report] cv2.error: OpenCV(4.9.0) :-1: error: (-5:Bad argument) in function 'cvtColor',closed,https://github.com/openai/gym/issues/3305,"['ap', 'report']"
openai/gym,C2,ISSUE,3304,[Bug Report] Bug title,closed,https://github.com/openai/gym/issues/3304,"['baseline', 'conf', 'config', 'report', 'table']"
openai/gym,C2,PR,3302,Correct spelling core.py L90,open,https://github.com/openai/gym/pull/3302,"['ap', 'fix']"
openai/gym,C2,ISSUE,3300,AttributeError: partially initialized module 'gym' has no attribute 'Wrapper' (most likely due to a circular import),open,https://github.com/openai/gym/issues/3300,['ap']
openai/gym,C2,ISSUE,3299,[Question] Too many values to unpack issue,open,https://github.com/openai/gym/issues/3299,['ratio']
openai/gym,C2,PR,3298,updated readme file,open,https://github.com/openai/gym/pull/3298,['fix']
openai/gym,C2,ISSUE,3297,[Question] Are the action for Mujoco envs normalized ?,open,https://github.com/openai/gym/issues/3297,['ap']
openai/gym,C2,PR,3296,Simplify type check in `is_float_integer` function,closed,https://github.com/openai/gym/pull/3296,"['ap', 'fix']"
openai/gym,C2,PR,3295,bug fix :numpy has no attribute 'bool8',open,https://github.com/openai/gym/pull/3295,['fix']
openai/gym,C2,ISSUE,3294,[Bug Report] module 'numpy' has no attribute 'bool8',open,https://github.com/openai/gym/issues/3294,"['ap', 'dropout', 'mean', 'report', 'seed']"
openai/gym,C2,ISSUE,3289,[bug] NormalizeReward is wrong?,closed,https://github.com/openai/gym/issues/3289,"['ap', 'average', 'fix', 'mean', 'reproducibility']"
openai/gym,C2,ISSUE,3286,[Proposal] AsyncVectorEnv with Graph observation spaces,open,https://github.com/openai/gym/issues/3286,"['ap', 'ratio']"
openai/gym,C2,ISSUE,3285,[Question] Gym and stable baselines compatible issue,open,https://github.com/openai/gym/issues/3285,"['ap', 'baseline', 'table']"
openai/gym,C2,ISSUE,3284,[Question] Changing action space with time/episode ,open,https://github.com/openai/gym/issues/3284,['ap']
openai/gym,C2,ISSUE,3282,trying to use mujoco env,open,https://github.com/openai/gym/issues/3282,['ap']
openai/gym,C2,ISSUE,3281,[bug] EOF error with gym.vector.AsyncVectorEnv() when calling the step method.,open,https://github.com/openai/gym/issues/3281,"['ap', 'seed']"
openai/gym,C2,ISSUE,3279,Problem in render_mode,open,https://github.com/openai/gym/issues/3279,"['fix', 'ratio']"
openai/gym,C2,ISSUE,3278,"[Bug Report] When call a base64.b64encode() on a Box observation_space, the programme shut down without Error",open,https://github.com/openai/gym/issues/3278,"['ap', 'baseline', 'conf', 'leak', 'report', 'reproduce', 'table']"
openai/gym,C2,ISSUE,3276,AttributeError: attempted to get missing private attribute '_domain_file',open,https://github.com/openai/gym/issues/3276,['ap']
openai/gym,C2,ISSUE,3275,gym.error.UnregisteredEnv: No registered env with id: meme-v0,open,https://github.com/openai/gym/issues/3275,"['report', 'seed']"
openai/gym,C2,ISSUE,3273,[Question] AsyncVectorEnv getting hung up as `pip.recv()` not returning anything for `_check_observation_spaces`,open,https://github.com/openai/gym/issues/3273,"['ap', 'seed']"
openai/gym,C2,PR,3271,Update passive_env_checker.py with np.bool_ instead of np.bool8,closed,https://github.com/openai/gym/pull/3271,"['ap', 'fix']"
openai/gym,C2,ISSUE,3270,[Question] MUJOCO environment info ERROR in the gym documentation website,open,https://github.com/openai/gym/issues/3270,"['ap', 'fix', 'mean', 'table']"
openai/gym,C2,ISSUE,3269,[Question] I am implementing a DQN on Atari. I have some shape related problems.,closed,https://github.com/openai/gym/issues/3269,"['ap', 'baseline', 'mean', 'stride', 'table']"
openai/gym,C2,ISSUE,3268,"[Bug Report] Humanoidv4 doesnt include contact_cost in code, but still present in documentation",closed,https://github.com/openai/gym/issues/3268,['report']
openai/gym,C2,PR,3266,Fix for the collision problem in the pusher environment,closed,https://github.com/openai/gym/pull/3266,['fix']
openai/gym,C2,ISSUE,3265,[Question] How to verify who is the winner of a game?,open,https://github.com/openai/gym/issues/3265,"['conf', 'mean']"
openai/gym,C2,ISSUE,3264,[Bug Report] pusher-v4 in the environment doesn't collide the object for the fork  ,open,https://github.com/openai/gym/issues/3264,['report']
openai/gym,C2,ISSUE,3263,[Question] Custom dtype in observation space,closed,https://github.com/openai/gym/issues/3263,"['ap', 'ratio']"
openai/gym,C2,ISSUE,3262,"[Bug Report] Getting Error from ""D:\PongDQN_RL\venv\lib\site-packages\gym\wrappers\compatibility.py""",closed,https://github.com/openai/gym/issues/3262,"['ap', 'fix', 'report']"
openai/gym,C2,ISSUE,3261,Env.reset () is error,open,https://github.com/openai/gym/issues/3261,"['ap', 'split']"
openai/gym,C2,ISSUE,3260,Could not find platform dependent libraries and kernel always busy. Im waiting and kernel still busy but my energyplus was completed succesfully.,open,https://github.com/openai/gym/issues/3260,['fix']
openai/gym,C2,ISSUE,3259,installing gym[toy_text] bug,open,https://github.com/openai/gym/issues/3259,"['ap', 'conf', 'config', 'figure', 'ratio']"
openai/gym,C2,PR,3258,Updating deprecated alias 'np.bool8' -> 'np.bool_',open,https://github.com/openai/gym/pull/3258,['ap']
openai/gym,C2,ISSUE,3257,[Question] Modifying and Analyzing mujoco's qpos and qvel ,open,https://github.com/openai/gym/issues/3257,"['ap', 'figure']"
openai/gym,C2,ISSUE,3256,Is there any tools for changing the hyperparameter of the mujoco environment?,open,https://github.com/openai/gym/issues/3256,['hyperparameter']
openai/gym,C2,ISSUE,3255,Segmentation Fault while trying to run Rviz in a wsl enviorment using VcXsrv ,closed,https://github.com/openai/gym/issues/3255,"['ap', 'conf', 'config', 'ratio']"
openai/gym,C2,ISSUE,3254,Deepcopy env not working as expected,open,https://github.com/openai/gym/issues/3254,"['ap', 'mean']"
openai/gym,C2,ISSUE,3253,[Bug Report] Vector env return value ,open,https://github.com/openai/gym/issues/3253,"['ap', 'report']"
openai/gym,C2,ISSUE,3252,Juputer notebook Kernel Dead After running any gym method,open,https://github.com/openai/gym/issues/3252,"['baseline', 'evaluation', 'table', 'validation']"
openai/gym,C2,ISSUE,3251,[Question] Open source code for Montezuma Revenge,open,https://github.com/openai/gym/issues/3251,['ap']
openai/gym,C2,ISSUE,3250,setup.py in https://www.gymlibrary.dev/content/environment_creation/#make-your-own-custom-environment,open,https://github.com/openai/gym/issues/3250,"['ap', 'conf', 'config', 'fix', 'ratio']"
