repo,issue_pr_number,kind,title,expected_family,status,missing_condition,reasoning,strong_signal,paper_link,gold_confirmation,post_fix_commit,pre_fix_commit,candidate_paper,candidate_claim
WongKinYiu/yolov7,2104,ISSUE, How to train a mask on my own processed dataset?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2103,ISSUE,为什么u7 的seg任务，使用coco8-seg数据集训练，在训练时所有loss都是NaN,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2100,ISSUE,Statistic validation results,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2099,ISSUE,trained model export to trt error,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2098,ISSUE,How should I interpret the Precision curve? ,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2095,ISSUE,to coco,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2092,ISSUE,Question about ELAN,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2091,ISSUE,Dynamic Image size ONNX conversion,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2085,ISSUE,Do all the bits of the image used for learning have to be the same?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2084,ISSUE,pytorch AdamW instead of Adam,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2083,ISSUE,Train Yolov7 with non square images without padding and resizing,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2081,PR,fixed the plot.py and dataloader.py files,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2080,PR,Fixed np.int issue in u7 branch and under the seg/utils/dataloader.py,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2076,ISSUE,paper,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2075,ISSUE,No Detection of images even after training 1200 images with 100 epochs,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2074,ISSUE,No Detection of images even after training 1200 images with 100 epochs,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2070,PR,fix: don't download file if already exists,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2065,ISSUE,clearml.backend_api.session.defs.MissingConfigError: It seems ClearML ,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2064,ISSUE,During the tranining dataloader problem ,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2063,ISSUE,Explaining this model with grad-CAM,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2062,ISSUE,"Using the train_aux.py training script, single gpu training fails, but",C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2061,ISSUE,Memory Leak with PyTorch 2.3.1 and torchvision 0.18.1,C5,REJECTED_NO_PAPER_LINK,A,protocol-relevant but no formal-paper link in a research-impl repo,True,False,False,,,,leak
WongKinYiu/yolov7,2059,ISSUE,What exactly does image size do in test.py and detect.py?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2058,ISSUE,Problem wher run learning on 32 batch-size,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2057,ISSUE,onnx non end2end,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2152,PR,Fix #2145: fix: add missing .sigmoid() in SigmoidBin inference path,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2150,PR,"feat(seg): DLA ONNX export, SPPCSPC_DLA, checker, and docs",C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2147,PR,fix: OTA target scaling uses height for both dimensions,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2146,PR,fix: remove hardcoded cuda:0 in OTA loss for multi-GPU support,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2145,PR,fix: add missing .sigmoid() in SigmoidBin inference path,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2141,PR,Bugfix: Device alocation under loss when training yolov7-w6,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2136,PR,fixed utils to handle pytorch > 2.6 which changed to default block un…,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2118,PR,fix:touch load required weight only false,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2117,PR,fix: torch.load requires weights_only,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2115,PR,Fix for torch 2.6,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2108,PR,Fixed import path issue in experimental.py,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2081,PR,fixed the plot.py and dataloader.py files,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2080,PR,Fixed np.int issue in u7 branch and under the seg/utils/dataloader.py,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2070,PR,fix: don't download file if already exists,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2029,PR,Avoid massive memory leak,C5,REJECTED_NO_PAPER_LINK,A,protocol-relevant but no formal-paper link in a research-impl repo,True,False,False,,,,leak
WongKinYiu/yolov7,2027,PR,Hotfix/missing yaml files,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2019,PR,Fix quantized rtm inference,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,2008,PR,Sahilbirje4551 patch deprication fix for segmentation tasks,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1968,PR,Add support for TFLite INT8 detection export,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1939,PR,Add overlap threshold,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1928,PR,Fix error when image mixup hyperparam is non-zero for instance segment,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1925,PR,Nms flags broken,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1919,PR,use .mlpackage format,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1914,PR,Demo fix,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1908,PR,fix bugs,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1887,PR,oatmeal configs,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1872,PR,fix numerical stability issues in half-precision,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1858,PR,Fixed indices device bug for W6 models (train_aux.py),C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1795,PR,Bugfix,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1724,PR, coco.yaml,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1718,PR,107,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1698,PR,fix for multiple bugs in evolve operation mentioned in issue 1611,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1683,PR,Mlflow intergration,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1662,PR,94,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1643,PR,Feature/for custom,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1613,PR,Correctly pass NMS conf and IoU thresholds to TensorRT NMS Plugin,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1594,PR,Update keypoint.ipynb,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1565,PR,fix #1418 ,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1522,PR,Fix: Endpoint error,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
WongKinYiu/yolov7,1505,PR,U7: feature map visualisation ,C5,REJECTED_NO_PAPER_LINK,A,protocol-relevant but no formal-paper link in a research-impl repo,True,False,False,,,,leak flip
facebookresearch/deit,241,ISSUE,Will you be releasing the accuracy of the official deit III framework ,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,table,
facebookresearch/deit,240,ISSUE,Gradient accumulation code,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; doi,
facebookresearch/deit,239,ISSUE,Question about different seeds per gpu with DDP,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,237,ISSUE,Inclusion of Transformers Need Registers,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; arxiv,
facebookresearch/deit,236,ISSUE,random.seed(seed) in line 205 is commented,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,234,ISSUE,Slow Training,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,paper; reproduce,reproduc
facebookresearch/deit,233,ISSUE,ViT-B Training for DeiT,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,232,ISSUE,Checkpoints of IN21K pretrained deit III,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,231,ISSUE,Hi，Why can't I find deit_tiny_distilled_patch16_224 in hubconf,C5,REJECTED_NO_PAPER_LINK,A,protocol-relevant but no formal-paper link in a research-impl repo,True,False,False,,,,leak
facebookresearch/deit,230,ISSUE,TracerWarning,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,229,PR,cosub bugfix,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,228,PR,Bump torch from 1.7.0 to 1.13.1,C5,REJECTED_NO_RECOVERABLE_PREFIX,D,gold confirmation present but pre-fix state not recoverable from §2 corpus (needs commit fetch),True,True,True,,,table,cherry
facebookresearch/deit,227,PR,Fix/forget to guard the nas correlated function,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,226,ISSUE,How to launch a training of CAIT models ?,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,223,PR,"Fix Spelling Error: Correct ""defaul"" to ""default""",C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,222,PR,fix argument bug,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,221,PR,fix argument bug,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,220,ISSUE,batch_size flag,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,219,ISSUE,ImageNet21K data preparation for pre-training,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,218,ISSUE,DeiT depth 24 (CaiT - TABLE 1),C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; table,
facebookresearch/deit,215,ISSUE,The ablation experiment of DeiT,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
facebookresearch/deit,214,ISSUE,What are the hyperparameters for DeiT-III (epoch 400 or 600)?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; table; arxiv,
facebookresearch/deit,212,ISSUE,unexpected keyword argument 'pretrained_cfg',C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,207,ISSUE,Meaning of the model name ( ResMLP),C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
facebookresearch/deit,206,ISSUE,Can I use timm==0.4.12 instead of timm==0.3.2 ?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,205,ISSUE,What batch size number other than 1024 have been tried when training a,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; arxiv,
facebookresearch/deit,203,ISSUE,Does the EMA is used in DeiT-III?,C5,REJECTED_NO_PAPER_LINK,A,protocol-relevant but no formal-paper link in a research-impl repo,True,False,False,,,,reproduc
facebookresearch/deit,201,ISSUE,Are the hyperparameters for DeiT-T and for DeiT-S any different than D,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,arxiv,
facebookresearch/deit,200,PR,"Fix error ""TypeError: type object got multiple values for keyword argu",C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,199,ISSUE,What is the ImageNet-1K Top-1 accuracy of Training from 0 to 400 epoch,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
facebookresearch/deit,196,ISSUE,What is the difference between class attention in the paper CaiT and t,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
facebookresearch/deit,195,ISSUE,Config file of ViT-B/16,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
facebookresearch/deit,194,ISSUE,Uneven memory usage among GPUs with DistributedDataParallel,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,193,ISSUE,Is it possible if I can see how the validation accuracy changes over t,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,190,PR,Add eval-crop-ratio to args,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,188,ISSUE,The concatenation of 'cls_tokens' and 'patch_embedding' is not necceas,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,187,ISSUE,Object detection from the DeiT III pretrained model,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,185,ISSUE,Reproduce PatchConvnet,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,181,ISSUE,ImageNet21k pretrained model without finetuning on 1k,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,180,ISSUE,Confusion about fine-tuning,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,179,ISSUE,Are the transforms in ThreeAugment suppose to replace the transforms i,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,178,ISSUE,Is ThreeAugment used when training DeiT on ImageNet?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,176,ISSUE,`drop-path` rate for ImageNet-21k 90 epochs training.,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; table,
facebookresearch/deit,175,ISSUE,"What are the hyperparameters for finetuning on cifar10/100, and other ",C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
facebookresearch/deit,174,ISSUE,why set a separate distillation token?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,173,ISSUE,Resume Broken,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,172,ISSUE,Soft Distillation Checkpoint,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; table,
facebookresearch/deit,171,PR,Fix img_size for DeiT-III,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,170,ISSUE,How to reproduce DeitIII for semantic segmentaion,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,paper; reproduce,reproduc
facebookresearch/deit,169,PR,fixed typo in path for 2nd validation class,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,168,ISSUE,Question about the hard-label distillation and mixup,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,167,ISSUE,I need some help to reproduce DeiT-III finetuning result,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,165,ISSUE,Training details on CIFAR-10,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; arxiv,
facebookresearch/deit,164,ISSUE,Data structure and GPU problem?,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,163,ISSUE,I want to know when is the distillation token used?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,162,ISSUE,Finetune setting for DeiT-III at IN1k,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,paper; reproduce,reproduc
facebookresearch/deit,160,ISSUE,The training log of DeiT III,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,159,ISSUE,DeiT III code release,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,157,ISSUE,Training is stuck when using multi GPUs.,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,156,ISSUE,Question about the results on CIFAR10/CIFAR100 datasets.,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; arxiv,
facebookresearch/deit,153,ISSUE,why does the distilled model outperform its teacher?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
facebookresearch/deit,152,ISSUE,Questions about hyper-parameters in the finetuning stage,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; table,
facebookresearch/deit,151,ISSUE,Questions about PatchConvNet's stem,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper; figure,
facebookresearch/deit,150,ISSUE,Why should we set different seed per gpu with DDP?,C5,REJECTED_NO_GOLD_CONFIRMATION,C,"protocol + paper, but no merged corrective PR / erratum / author confirmation recoverable",True,True,False,,,reproduce,reproduc
facebookresearch/deit,149,ISSUE,Reason for timm==0.3.2?,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,145,ISSUE,Regarding how the step method of the learning rate scheduler is used,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,figure,
facebookresearch/deit,144,ISSUE,Adjusting min-lr in cosine schedule to batch and world size,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,143,ISSUE,RuntimeError: Cannot find callable,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,142,ISSUE,Question about attention based pooling,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,True,False,,,paper,
facebookresearch/deit,229,PR,cosub bugfix,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,228,PR,Bump torch from 1.7.0 to 1.13.1,C5,REJECTED_NO_RECOVERABLE_PREFIX,D,gold confirmation present but pre-fix state not recoverable from §2 corpus (needs commit fetch),True,True,True,,,table,cherry
facebookresearch/deit,227,PR,Fix/forget to guard the nas correlated function,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,223,PR,"Fix Spelling Error: Correct ""defaul"" to ""default""",C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,222,PR,fix argument bug,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,221,PR,fix argument bug,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,200,PR,"Fix error ""TypeError: type object got multiple values for keyword argu",C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,190,PR,Add eval-crop-ratio to args,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
facebookresearch/deit,171,PR,Fix img_size for DeiT-III,C5,REJECTED_NONSCIENTIFIC,B,no strong protocol/evaluation signal (ordinary software issue or feature request),False,False,False,,,,
